Z,N,Skyrme,Skyrme_sd,UNEDF,UNEDF_sd,Gogny,Gogny_sd,Astro,Astro_sd
48,86,1086.75768325,5.546721071704654,1083.9518343333332,1.9639181919444404,1082.4483335,1.791997381037288,1084.527306,0.3073170923850588
48,87,1088.2475682499999,6.024453372082713,1085.6041466666666,2.1047949460775097,1083.4176945,2.1631039903666327,1085.6279650000001,0.4355282797363449
48,88,1091.3375270000001,6.404804492762095,1088.5410636666668,2.253388959647482,1086.0799225,2.402493576923899,1088.698624,0.6203080095823426
48,89,1092.41744225,6.890277668047343,1089.9512386666668,2.3696910928443944,1086.8700565,3.1169288127904897,1089.569283,0.8616562819233734
48,90,1095.24767925,7.282799685586658,1092.7259023333334,2.4897853153355474,1089.4161629999999,3.3770104650855477,1092.3899419999998,1.1312888255118405
48,91,1095.9023725,7.703320903409128,1093.8576346666666,2.5938271650710574,1089.9050025000001,4.2566647359106025,1093.045601,1.1675761313087982
48,92,1098.42015075,8.041086323274861,1096.4254816666667,2.7038897184362822,1092.3236000000002,4.482651113430474,1095.7012595,1.0482992381378364
48,93,1098.7970755000001,8.288929645327919,1097.1669673333333,2.8436795716343375,1092.7446995,5.0339985341775035,1096.3619185,1.6149166298247049
48,94,1101.13355175,8.466990218543453,1099.4412196666665,2.9925622369274745,1095.1355965,5.150109710288967,1098.7725775,1.4320008334538714
48,95,1101.34151575,8.778310689424249,1099.8013280000002,3.2147541193372398,1095.3700374999999,5.592194284100319,1099.4682364999999,1.411719596755796
48,96,1103.6162985,9.04471246654093,1101.8049076666666,3.4400405578135564,1097.7794385,5.429735086909175,1101.8788955,1.4409358347410555
48,97,1103.85280525,9.397300323951804,1101.965105666667,3.7664236536219375,1098.0923015,5.4625109004306225,1102.2245545,1.151954021192015
48,98,1106.1840255,9.72876993029741,1103.8655066666668,4.07137040707204,1100.400068,5.561810612819455,1104.4052135,1.1246017166822413
48,99,1106.33171275,10.133695339855947,1104.0912126666665,4.197786000989295,1100.6997824999999,5.923731197954527,1105.0258724999999,1.309381446528239
48,100,1108.560441,10.513473493733665,1106.0867483333332,4.308906074976127,1102.7295055,5.899914427350602,1106.8265315,1.2113184638998749
48,101,1108.50594025,10.937467168579817,1106.2094716666668,4.393678649683244,1102.8453955,6.277037101174367,1107.1671904999998,1.5092352787357781
48,102,1110.52312575,11.328654985466638,1108.1037733333333,4.504164738769424,1104.4485610000002,6.1981063067245765,1108.9128489999998,1.5030954705547217
48,103,1110.2935195,11.778134305266114,1108.1009526666667,4.609418763159201,1104.1155075,6.495480770659312,1108.838508,1.5535249119753975
48,104,1112.1246165,12.208475301566947,1109.8929246666667,4.742453953752304,1105.5934860000002,6.486451724170227,1110.2391670000002,1.5403147430891813
48,105,1111.7720975,12.670691999009957,1109.803063333333,4.849837706651478,1105.1277304999999,6.8023721847622065,1110.119826,1.8806579647963995
48,106,1113.5014390000001,13.118803694858586,1111.49504,5.008144299416376,1106.482718,6.886676990748953,1111.265485,1.8038081856034518
48,107,1113.0308762500001,13.56726591942757,1111.3149333333333,5.171189097907738,1105.8821025,7.2394985258238576,1111.116144,2.2290042210531396
48,108,1114.673691,13.993717647047765,1112.885689,5.404505238195901,1107.2633655,7.359436563835087,1111.976803,1.9612356109398368
48,109,1114.066731,14.426124919919905,1112.5699036666667,5.636344487652929,1106.5398985,7.641934208200458,1111.567462,2.230868154528143
48,110,1115.59944325,14.827157650810781,1113.9900639999998,5.923660886770389,1107.8714559999999,7.775237271482994,1112.448121,1.9206731375436858
48,111,1114.83898325,15.257388157083525,1113.5224486666668,6.158855242011327,1107.057685,8.01485313221015,1111.7687799999999,2.1478792742609985
